Name,Age,Occupation,Hometown,Height,ElimWeek,Season
"Evan approaches Amanda and Josh with a handmade date card, and takes Amanda aside for a chat. He expresses his feelings for her and she says she wishes he had said something sooner, but she is with Josh now. She then cries because she pities Evan, who thinks that they have a small connection. The twins note that Brandon never did detect their mid-date switch. Before the Rose Ceremony, Evan takes Amanda aside again and tells her that Andi Dorfman wrote a book that told of verbal abuse from Josh, and advised caution. Word of this quickly got back to Josh and he had a talk with Evan, and said that the book was fictional. Meanwhile, Nick was also advising Amanda to be cautious. At the Rose Ceremony, Amanda gave her rose Josh, and Carly gave her rose to Evan. Sarah, Izzy, and Lace give their roses to Daniel, Vinny, and Grant. Emily gives her rose to Jared, and Haley gives the last rose to Nick even though she is seeing him as a friend, sending a dismayed Brandon home, and also Christian was sent home. Caila arrived with a date card and asked Jared out. Lace and Izzy were given a ""double date"" card and they asked Grant and Vinny out. Later Evan did not appear to be well and a medic was called. The medic said someone should observe him overnight, and Carly was tabbed for the task. Ashley arrived and saw that Jared was with Caila.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5,"""Week 3, Night 2""","August 16, 2016 (2016-08-16)",303B,4.41[12],1.3/5[12],Unknown
"Ashley arrived with a date card and saw that Jared was with Caila. She was upset about this and Jared encouraged her to see other guys, and suggested Daniel. The medic advised Evan to be treated in the hospital, and Carly accompanied him there, where she began to warm to him. Ashley asked Daniel out and they had dinner followed by a visit from Aztec warriors who took the virgin Ashley away to be 'sacrificed'. Jen Saviano arrived with a date card and asked Nick out. Before the Rose Ceremony, Ashley took Jared aside. Jared said that the point of Ashley being there was for her to meet other guys, and if she wasn't going to do that, perhaps she should leave.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
6,"""Week 4, Night 1""","August 22, 2016 (2016-08-22)",304A,5.21[13],1.6/6[13],Unknown
"Jared continues his conversation with Ashley and lets her know that she should move on because he is with Caila now. The only guy who is not in a relationship is Daniel, so Sarah, Haley and Ashley approach him to try to earn his rose. At the Rose Ceremony, Daniel gives his rose to Haley, so Sarah and Ashley are sent home. But Ashley tells the driver to let her out and she returns to paradise and asks for a second chance, and all agree. Evan was still with Carly and he said it was the best injury he ever faked. Carl and Brett arrive with double date cards, and they ask Caila and Emily out. Caila is indecisive but finally decides to go, and does not have a good time on the 'booze cruise'. She returns to a relieved Jared. Izzy was instantly attracted to Brett when he arrived and starts to question her relationship with Vinny. Grant takes Lace to another part of the resort for a couples' massage, to deepen their relationship. Ryan B arrives with a date card. Jared tries to encourage him to ask Ashley out but he does not. Izzy tells Brett and then Vinny that she is only feeling ""75%"" for Vinny and wants to feel ""100%"" for someone. Vinny is hurt by this and considers leaving. Later he approaches Izzy to find out where he stands.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
7,"""Week 4, Night 2""","August 23, 2016 (2016-08-23)",304B,4.85[14],1.4/6[14],Unknown
"Vinny talks with Izzy and explains that he was hurt by what she said and how she said it, and he departs. Jade and Tanner arrive with a date card to give to the couple that they feel has the best chance of staying together. After interviewing all of the couples, they select Jared and Caila (to Ashley's dismay). Lace thinks that their interview went badly and starts to question her relationship with Grant. After Jared and Caila return, Ashley takes Jared aside and advises caution since Ashley questions the genuineness of Caila's feelings. Jared takes this back to Caila which upsets her, both because Ashley is questioning her feelings and because Jared seems to trust Ashley more than Caila. Caila confronts Ashley over this and starts to question her relationship with Jared.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
8,"""Week 5, Night 1""","August 29, 2016 (2016-08-29)",305A,5.46[15],1.6/6[15],Unknown
"Wells arrives with a date card and asks Ashley out, to everyone's relief. Carly and Evan profess their love for each other. Lace and Grant get into a disagreement but work it out. Amanda says she is going to bed early and offers their room to Nick and Jen, but Josh is upset by this and wonders why she is going to bed alone without telling him. Later the twins take Nick aside and want to talk about Josh. Nick says he sees flashes of Josh's temper and even though Josh says that what Andi said about him in the book was fictional, what she said about Nick was accurate. At the Rose Ceremony, the twins decide that they have not found love and do not hand out their roses. Ryan, Carl and Daniel are eliminated. Before the twins leave, they take Amanda aside and tearfully tell her to be cautious with Josh. Josh demands to know who is saying these things about him, and Nick admits to it. Josh packs his bags and offers to leave, but Amanda convinces him to stay. In the morning, Jami arrives with a date card and whisks Wells off while the others are sleeping. When Ashley awakes and hears of this, she takes it well at first but later starts to focus on Jared again. Caila decides that the situation with Ashley is intolerable and threatens to leave.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
9,"""Week 5, Night 2""","August 30, 2016 (2016-08-30)",305B,5.04[16],1.4/6[16],Unknown
"Caila packs her bags and leaves, and after a final discussion with Ashley, Jared accompanies her. Wells returns from his date with Jami and apologizes to Ashley for leaving without saying anything to her. She takes it well. Wells is having difficulty juggling two women whom he cares about. Lauren and Shushanna arrive with a double date card and they ask Brett and Wells out respectively. Wells has a good time with Shushanna and now has three women vying for him. Amanda is given a date card and asks Josh out, and they have a romantic dinner followed by fireworks. Amanda wishes that the others could see this sensitive side of Josh.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
10,"""Week 6, Night 1""","September 5, 2016 (2016-09-05)",306A,4.96[17],1.4/5[17],Unknown
"Izzy, Brett, and Shushanna decide to quit the competition. Jami, Lauren, and Tiara didn't receive roses and were eliminated.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
11,"""Season Finale: Week 6, Night 2""","September 6, 2016 (2016-09-06)",306B,5.57[18],1.6/6[18],Unknown
"Carly and Evan: They are very much in love with each other. Evan picks out a ring with no hesitation and later proposes to Carly, and she happily accepts. In the epilogue, Carly has moved to Nashville to be with Evan and is looking forward to being the cool stepmom to his children. Carly and Evan married in June 2017 and are currently expecting their first child together.
Lace and Grant: In the morning at the fantasy suite they are still unsure about whether they want to move forward. After both have some time to sort out their feelings, they decide that they really do love each other. Grant proposes and Lace accepts. In the epilogue, Lace has moved to San Francisco to be with Grant. However, on November 28, 2016, the pair announced that they had split and ended their engagement. Lace has since moved back to her hometown of Denver, Colorado.
Jen and Nick: Jen is concerned that Nick still seems to have some walls up, but she loves him anyway. Nick picks out a ring, 'hopefully for the last time!'. Jen professes her love for Nick but Nick tearfully says that he cannot propose because even though his head is telling him to do it, he cannot convince his heart that it is right. They both leave, with Nick wondering if he made the right decision.
Amanda and Josh: Despite being warned about Josh several times, Amanda knows that she loves him. Josh has some worries but overcomes them. Josh proposes and Amanda accepts. In the epilogue, Josh has moved to Orange County to be with Amanda and he loves her children. However, the pair ended their engagement in December 2016.

Also in the epilogue, Caila and Jared have agreed to be just friends. Vinny is shown partying and is doing just fine. Chad will never be the next Bachelor. Ashley is still thinking about Jared. Daniel is still single. The twins have not found men but they still have each other.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Derek Peth,30,Commercial Banker,"Fort Lauderdale, Florida",The Bachelorette – JoJo,Week 1,Engaged
Taylor Nolan,23,Mental Health Counselor,"Seattle, Washington",The Bachelor – Nick,Week 1,Unknown
Adam Gottschalk,27,Real Estate Agent,"Dallas, Texas",The Bachelorette – Rachel,Week 1,Relationship
Raven Gates,25,Fashion Boutique Owner,"Hoxie, Arkansas",The Bachelor – Nick,Week 1,Unknown
Daniel Maguire,32,Model,"Vancouver, British Columbia, Canada",The Bachelorette – JoJoBachelor in Paradise – Season 3,Week 2,Relationship
Lacey Mark,25,Digital Marketing Manager,"New York City, New York",The Bachelor – Nick,Week 1[a],Unknown
Robby Hayes,28,Social Media Influencer,"Los Angeles, California",The Bachelorette – JoJo,Week 1,Split Week 4
Amanda Stanton,27,Esthetician,"Laguna Beach, California",The Bachelor – Ben H.Bachelor in Paradise – Season 3,Week 1,Unknown
Dean Unglert,26,Startup Recruiter,"Santa Monica, California",The Bachelorette – Rachel,Week 1,Split Week 4
Danielle Lombard,28,Small Business Owner,"Los Angeles, California",The Bachelor – Nick,Week 2,Unknown
Jonathan Treece,31,Family Medicine Doctor,"New Smyrna Beach, Florida",The Bachelorette – Rachel,Week 3,Split Week 4
Jasmine Goode,30,Pro Basketball Dancer,"Los Angeles, California",The Bachelor – Nick,Week 1,Unknown
Jack Stone,32,Lawyer,"Dallas, Texas",The Bachelorette – Rachel,Week 1,Split Week 4
Christen Whitney,25,Wedding Videographer,"Tulsa, Oklahoma",The Bachelor – Nick,Week 2,Unknown
Dominique Alexis,26,Restaurant Server,"Los Angeles, California",The Bachelor – Nick,Week 2,Week 4 (Quit)
Jaimi King,28,Chef,"New Orleans, Louisiana",The Bachelor – Nick,Week 4,Week 4 (Quit)
Diggy Moreland,31,Fashion Designer,"Chicago, Illinois",The Bachelorette – Rachel,Week 1,Week 4 (Quit)
Emily Ferguson,24,Waitress,"Las Vegas, Nevada",The Bachelor – Ben H.Bachelor in Paradise – Season 3,Week 4,Week 4 (Quit)
Haley Ferguson,24,Waitress,"Las Vegas, Nevada",The Bachelor – Ben H.Bachelor in Paradise – Season 3,Week 4,Week 4 (Quit)
Blake Elarbee,31,Fitness Club Owner,"Los Angeles, California",The Bachelorette – Rachel,Week 3,Week 3
Fred Johnson,27,Executive Assistant,"Los Angeles, California",The Bachelorette – Rachel,Week 3,Week 3
Kristina Schulman,25,Dental Hygienist,"Lexington, Kentucky",The Bachelor – Nick,Week 1,Week 3 (Quit)
Ben Zorn,28,Fitness Coach,"San Diego, California",The Bachelorette – Kaitlyn,Week 1,Week 3 (Quit)
Alexis Waters,24,Marketing Associate,"Miami, Florida",The Bachelor – Nick,Week 1,Week 2
Sarah Vendal,27,Second Grade Teacher,"Newport Beach, California",The Bachelor – Nick,Week 2,Week 2
Matt Munson,32,Construction Sales,"New Haven, Connecticut",The Bachelorette – Rachel,Week 1,Week 2 (Quit)
Danielle Maltby,31,Neonatal Nurse,"Nashville, Tennessee",The Bachelor – Nick,Week 1,Week 2 (Quit)
Alex Woytkiw,26,Business Owner,"Del Mar, California",The Bachelorette – JoJo,Week 1,Week 1
Iggy Rodriguez,30,Consulting CEO,"Chicago, Illinois",The Bachelorette – Rachel,Week 1,Week 1
Nick Benvenutti,35,Electrical Engineer,"Fort Lauderdale, Florida",The Bachelorette – JoJo,Week 1,Week 1
Vinny Ventiera,29,Barber,"Delray Beach, Florida",The Bachelorette – JoJoBachelor in Paradise – Season 3,Week 1,Week 1
DeMario Jackson,30,Bartender,"Los Angeles, California",The Bachelorette – Rachel,Week 1,Week 1 (DQ)
Corinne Olympios,25,Business Owner,"Miami, Florida",The Bachelor – Nick,Week 1,Week 1 (DQ)
Derek,Date,In,In,Engaged,Unknown,Unknown
Taylor,Date,In,In,Engaged,Unknown,Unknown
Adam,Date,Date,In,Relationship,Unknown,Unknown
Raven,Date,In,In,Relationship,Unknown,Unknown
Daniel,Wait,In,Date,Relationship,Unknown,Unknown
Lacey,Quit,Date,Date,Relationship,Unknown,Unknown
Robby,Last,In,Date,Split,Unknown,Unknown
Amanda,In,In,Date,Split,Unknown,Unknown
Dean,Date,Date,Last,Split,Unknown,Unknown
Danielle L.,Wait,Last,In,Split,Unknown,Unknown
Jonathan,Wait,Date,Split,Unknown,Unknown,Unknown
Jasmine,Date,In,In,Split,Unknown,Unknown
Jack,In,In,In,Split,Unknown,Unknown
Christen,Wait,Date,Date,Split,Unknown,Unknown
Dominique,Wait,Date,Date,Quit,Unknown,Unknown
Jaimi,Wait,Quit,Unknown,Unknown,Unknown,Unknown
Diggy,In,Date,In,Quit,Unknown,Unknown
Emily,Wait,Quit,Unknown,Unknown,Unknown,Unknown
Haley,Wait,Quit,Unknown,Unknown,Unknown,Unknown
Blake,Wait,Out,,Unknown,Unknown,Unknown
Fred,Wait,Out,,Unknown,Unknown,Unknown
Kristina,Date,In,Quit,,Unknown,Unknown
Ben,In,In,Quit,,Unknown,Unknown
Alexis,In,Out,,Unknown,Unknown,Unknown
Sarah,Wait,Out,,Unknown,Unknown,Unknown
Matt,Date,Quit,,Unknown,Unknown,Unknown
Danielle M.,In,Quit,,Unknown,Unknown,Unknown
Alex,Out,,Unknown,Unknown,Unknown,Unknown
Iggy,Out,,Unknown,Unknown,Unknown,Unknown
Nick,Out,,Unknown,Unknown,Unknown,Unknown
Vinny,Out,,Unknown,Unknown,Unknown,Unknown
Corinne,Out,,Unknown,Unknown,Unknown,Unknown
DeMario,Out,,Unknown,Unknown,Unknown,Unknown
1,"""Week 1: Season Premiere""","August 14, 2017 (2017-08-14)",401A,5.09[16],1.6/6[16],Unknown
2,"""Week 1: Part 2""","August 15, 2017 (2017-08-15)",401B,3.88[17],1.1/4[17],Unknown
3,"""Week 2: Part 1""","August 21, 2017 (2017-08-21)",402A,4.33[18],1.3/5[18],Unknown
4,"""Week 2: Part 2""","August 22, 2017 (2017-08-22)",402B,3.80[19],1.1/4[19],Unknown
5,"""Week 3: Part 1""","August 28, 2017 (2017-08-28)",403A,5.45[20],1.7/6[20],Unknown
6,"""Week 3: Part 2""","August 29, 2017 (2017-08-29)",403B,4.36[21],1.3/5[21],Unknown
7,"""Week 4: Part 1""","September 4, 2017 (2017-09-04)",404A,4.51[22],1.3/5[22],Unknown
8,"""Week 4: Part 2""","September 5, 2017 (2017-09-05)",404B,4.54[23],1.3/5[23],Unknown
9,"""Week 5: Season Finale""","September 11, 2017 (2017-09-11)",405A,4.70[24],1.3/5[24],Unknown
Chris Randone,30,Sales Trainer,"Orlando, Florida",The Bachelorette – Becca,Week 1,Engaged
Krystal Nielson,30,Fitness Coach,"San Diego, California",The Bachelor – Arie,Week 1,Unknown
Jordan Kimball,26,Model,"Crystal River, Florida",The Bachelorette – Becca,Week 1,Engaged
Jenna Cooper,29,Social Media Manager,"Upland, Indiana",The Bachelor – Arie,Week 2,Unknown
Kamil Nicalek,30,Model,"Monroe, New York",The Bachelorette – Becca,Week 3,Relationship
Annaliese Puccini,33,Event Designer,"San Francisco, California",The Bachelor – Arie,Week 1,Unknown
Kevin Wendt,34,Firefighter,"Waterloo, Ontario",The Bachelorette Canada – JasmineThe Bachelor Winter Games,Week 1,Split Week 6
Astrid Loch,28,Plastic Surgery Office Manager,"Tampa, Florida",The Bachelor – Nick,Week 1,Unknown
Jordan Mauger,34,Television & Film Producer,"Auckland, New Zealand",The Bachelor New ZealandThe Bachelor Winter Games,Week 4,Split Week 6
Cassandra Ferguson,26,Makeup Artist,"Detroit, Michigan",The Bachelor — Juan PabloBachelor in Paradise — Season 2,Week 4,Unknown
Robby Hayes,29,Model,"Los Angeles, California",The Bachelorette – JoJoBachelor in Paradise — Season 4,Week 5,Split Week 6
Shushanna Mkrtychyan,30,Property Manager,"Salt Lake City, Utah",The Bachelor — Ben H. Bachelor in Paradise — Season 3,Week 4,Unknown
John Graham,28,Software Engineer,"San Francisco, California",The Bachelorette – Becca,Week 1,Split Week 6
Olivia Goethals,24,Marketing Associate,"Chicago, Illinois",The Bachelor – Arie,Week 4,Unknown
Diggy Moreland,32,Senior Inventory Analyst,"Chicago, Illinois",The Bachelorette – RachelBachelor in Paradise — Season 4,Week 5,Week 5
Joe Amabile,32,Grocery Store Owner,"Chicago, Illinois",The Bachelorette – Becca,Week 1,Split Week 5
Kendall Long,26,Creative Director,"Los Angeles, California",The Bachelor – Arie,Week 1,Unknown
Eric Bigger,30,Personal Trainer,"Baltimore, Maryland",The Bachelorette – RachelThe Bachelor Winter Games,Week 1,Week 5 (Quit)
Angela Amezcua,28,Model,"Greenville, South Carolina",The Bachelor – Nick,Week 1,Week 4
Chelsea Roy,29,Real Estate Executive Assistant,"Portland, Maine",The Bachelor – Arie,Week 1,Week 4
Christen Whitney,26,Wedding Videographer,"Tulsa, Oklahoma",The Bachelor – Nick Bachelor in Paradise — Season 4,Week 4,Week 4
Colton Underwood,26,Philanthropist,"Denver, Colorado",The Bachelorette – Becca,Week 1,Split Week 4
Tia Booth,26,Physical Therapist,"Little Rock, Arkansas",The Bachelor – Arie,Week 1,Unknown
Benoit Beauséjour-Savard,31,Restaurant Manager,"Montreal, Quebec, Canada",The Bachelorette Canada – JasmineThe Bachelor Winter Games,Week 3,Week 3
Connor Obrochta,25,Fitness Coach,"St. Petersburg, Florida",The Bachelorette – Becca,Week 3,Week 3
David Ravitz,26,Venture Capitalist,"Boca Raton, Florida",The Bachelorette – Becca,Week 1,Week 3
Leo Dottavio,31,Stuntman,"Los Angeles, California",The Bachelorette – Becca,Week 3,Week 3
Jubilee Sharpe,27,War Veteran,"Miami, Florida",The Bachelor — Ben H.Bachelor in Paradise — Season 3,Week 2,Week 3 (Quit)
Kenny Layne,36,Professional Wrestler,"Las Vegas, Nevada",The Bachelorette – Rachel,Week 1,Week 3 (Quit)
Bibiana Julian,30,Executive Assistant,"Miami, Florida",The Bachelor – ArieThe Bachelor Winter Games,Week 1,Week 2
Caroline Lunny,27,Realtor,"Fort Lauderdale, Florida",The Bachelor – Arie,Week 2,Week 2
"D'Nysha ""Nysha"" Norris",30,Orthopedic Nurse,"Anderson, South Carolina",The Bachelor – Arie,Week 1,Week 2
Jacqueline Trumbull,27,Research Coordinator,"New York, New York",The Bachelor – Arie,Week 2,Week 2
Wills Reid,29,Graphic Designer,"Los Angeles, California",The Bachelorette – Becca,Week 1,Week 1
Nick Spetsas,27,Attorney,"Palm Coast, Florida",The Bachelorette – Becca,Week 1,Week 1
Chris,Date,In,In,In,Date,Engaged
Krystal,Date,In,Date,In,Date,Engaged
Jordan K.,In,Date,In,In,Date,Engaged
Jenna,Wait,Date,Date,In,Date,Engaged
Kamil,Wait,Date,Date,In,Relationship,Unknown
Annaliese,In,Last,Date,Last,In,Relationship
Kevin,In,In,In,Date,In,Split
Astrid,In,In,In,Date,In,Split
Jordan M.,Wait,In,Date,Split,Unknown,Unknown
Cassandra,Wait,Date,Date,Split,Unknown,Unknown
Robby,Wait,Date,Split,Unknown,Unknown,Unknown
Shushanna,Wait,Date,Date,Split,Unknown,Unknown
John,In,Date,Last,Date,Last,Split
Olivia,Wait,Date,Date,Split,Unknown,Unknown
Diggy,Wait,Out,,Unknown,Unknown,Unknown
Joe,In,In,In,In,Split,
Kendall,In,In,Date,In,Split,
Eric,In,In,Date,Date,Quit,
Angela,In,In,Date,Out,,Unknown
Chelsea,In,In,In,Out,,Unknown
Christen,Wait,Out,,Unknown,Unknown,Unknown
Colton,Last,In,Date,Split,,Unknown
Tia,Date,In,Date,Split,,Unknown
Benoit,Wait,Out,,Unknown,Unknown,Unknown
Connor,Wait,Out,,Unknown,Unknown,Unknown
David,In,In,Out,,Unknown,Unknown
Leo,Wait,Out,,Unknown,Unknown,Unknown
Jubilee,Wait,Date,Quit,,Unknown,Unknown
Kenny,Date,Date,Quit,,Unknown,Unknown
Bibiana,In,Out,,Unknown,Unknown,Unknown
Caroline,Wait,Out,,Unknown,Unknown,Unknown
Jacqueline,Wait,Out,,Unknown,Unknown,Unknown
Nysha,In,Out,,Unknown,Unknown,Unknown
Nick,Out,,Unknown,Unknown,Unknown,Unknown
Wills,Out,,Unknown,Unknown,Unknown,Unknown
1,"""Week 1: Season Premiere""","August 7, 2018 (2018-08-07)",501,3.82[12],1.1/5[12],Unknown
"Arrivals: Tia, Eric, Kendall, Jordan, Bibiana, Joe, Wills, Chelsea, Chris, Krystal, Kevin, Nick, John, Nysha, Angela, Kenny, Astrid, Annaliese, David.Date Card: TiaTia's Date: ChrisArrival: ColtonColton's Date: Tia",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2,"""Week 2: Part 1""","August 13, 2018 (2018-08-13)",502A,4.54[13],1.3/6[13],Unknown
"Date Card: KennyKenny's Date: KrystalRose Ceremony: Krystal gave her rose to Kenny, Astrid gave her rose to Kevin, Tia gave her rose to Chris, Kendall gave her rose to Joe, Annaliese gave her rose to Jordan, Nysha gave her rose to Eric, Chelsea gave her rose to David, Angela gave her rose to John, Bibiana gave her rose to Colton. Nick and Wills did not receive a rose and were sent home.Becca Kufrin arrives to talk to the girls.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
3,"""Week 2: Part 2""","August 14, 2018 (2018-08-14)",502B,3.93[14],1.0/5[14],Unknown
Arrival: JennaJenna's Date: JordanArrival: CarolineCaroline's Date: JohnArrival: JubileeJubilee's Date: John,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
4,"""Week 3: Part 1""","August 20, 2018 (2018-08-20)",503A,4.60[15],1.3/6[15],Unknown
5,"""Week 3: Part 2""","August 21, 2018 (2018-08-21)",503B,3.97[16],1.1/5[16],Unknown
6,"""Week 4: Part 1""","August 27, 2018 (2018-08-27)",504A,4.61[17],1.2/6[17],Unknown
7,"""Week 4: Part 2""","August 28, 2018 (2018-08-28)",504B,4.16[18],1.1/5[18],Unknown
"Leo arrives and takes Kendall on a date. He kisses Chelsea and argues with Kevin about it. At night, Leo sarcastically wishes Kendall good luck with Joe, whom he called ""Grocery Store Bitch"". Leo then leaves the party, but Joe demands that he say that to his face. Leo then spills his drink on Joe, and producers attempt to break the incoming fight. At the rose ceremony, Benoit, Connor, and David do not receive roses and are eliminated.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
8,"""Week 5: Part 1""","September 3, 2018 (2018-09-03)",505A,4.20[19],1.1/5[19],Unknown
"Colton broke up with Tia and left paradise, causing Tia to also leave. Angela, Chelsea, and Christen do not receive roses and are eliminated.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
9,"""Week 5: Part 2""","September 4, 2018 (2018-09-04)",505B,3.93[20],1.0/4[20],Unknown
10,"""Week 6: Part 1""","September 10, 2018 (2018-09-10)",506A,4.23[21],1.1/5[21],Unknown
11,"""Week 6: Part 2 (Season Finale)""","September 11, 2018 (2018-09-11)",506B,4.55[22],1.2/5[22],Unknown
"After Fantasy Suite date night. The three remaining couples must decide if they will stay together or break up. Annalise and Kamil confess their feelings for one another both state that they love each over. Kamil, however is not ready to propose and wants to continue their relationship outside of Paradise. The next couple to make the decision are Jordan and Jenna. Both confirm their love for each other, and Jordan proposes to Jenna who happily accepts. Chris and Krystal are the final couple, Chris proposes to Krystal. During the taping of the reunion Kamil breaks up with Annalise on stage. Everyone on the cast turns on Kamil. Joe and Kendall have also reunited after splitting during a cocktail party. Astrid and Kevin have gotten back together as well. Jordan and Jenna appear happy and engaged and ask Chris Harrison to officiate their wedding. News later broke that supposedly Jenna cheated on Jordan before and after Paradise; Jordan has since ""removed himself from the relationship"" effectively ending their engagement. Chris and Krystal are still together and planning on moving in together and planning their wedding.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Chris Bukowski,32,Entrepreneur,"Chicago, Illinois",The Bachelorette – EmilyThe Bachelorette – AndiBachelor Pad – Season 3Bachelor in Paradise season 1 & season 2,Week 1,Engaged
Katie Morton,27,Medical Sales Representative,"Los Angeles, California",The Bachelor – Colton,Week 1,Unknown
Demi Burnett,24,Interior Designer,"Dallas, Texas",The Bachelor – Colton,Week 1,Engaged
Kristian Haggerty[8],27,Commercial and Music Video Production,"Los Angeles, California",None,Week 3,Unknown
Dylan Barbour,25,Tech Entrepreneur,"San Diego, California",The Bachelorette – Hannah,Week 1,Engaged
Hannah Godwin,24,Content Creator and Model,"Birmingham, Alabama",The Bachelor – Colton,Week 1,Unknown
Clay Harbor,31,Pro Football Player,"Chicago, Illinois",The Bachelorette – Becca,Week 1,Split Week 6
Nicole Lopez-Alvar,26,Social Media Coordinator,"Miami, Florida",The Bachelor – Colton,Week 1,Unknown
John Paul Jones,24,Financial Analyst,"New Carrollton, Maryland",The Bachelorette – Hannah,Week 1,Split Week 6
Tayshia Adams,28,Fitness Instructor,"Corona Del Mar, California",The Bachelor – Colton,Week 1,Unknown
Chase McNary,30,Fitness Instructor,"Denver, Colorado",The Bachelorette – JoJo,Week 4,Split Week 6
Angela Amezcua,29,Model,"Greenville, South Carolina",The Bachelor – NickBachelor in Paradise —Season 5,Week 4,Unknown
Matt Donald,26,Medical Device Salesman,"Los Gatos, California",The Bachelorette – Hannah,Week 4,Split Week 6
Bri Barnes,24,Model,"Los Angeles, California",The Bachelor – Colton,Week 5,Unknown
Haley Ferguson,26,Cocktail Waitress,"Las Vegas, Nevada",The Bachelor – Ben H.Bachelor in Paradise season 3 & season 4,Week 3,Week 5
Revian Chang,24,Yoga Instructor,"Los Angeles, California",The Bachelor – Colton,Week 5,Week 5
Sydney Lotuaco,27,Fitness Instructor,"New York, New York",The Bachelor – Colton,Week 1,Week 5
Luke Stone,29,Political Consultant,"Washington, DC",The Bachelorette – Hannah,Week 4,Week 5
Connor Saeli,24,Investment Analyst,Dallas Texas,The Bachelorette – Hannah,Week 4,Week 6 (Quit)
Whitney Fransway,27,Pilates Instructor,"Los Angeles, California",The Bachelor – Nick,Week 5,Unknown
Blake Horstmann,30,Sales Rep,"Denver, Colorado",The Bachelorette – Becca,Week 1,Split Week 5
Kristina Schulman,27,Dental Hygienist,"Los Angeles, California",The Bachelor – NickBachelor in Paradise —Season 4,Week 1,Unknown
Dean Unglert,28,Startup Recruiter,"Los Angeles, California",The Bachelorette – Rachel Bachelor in Paradise — Season 4The Bachelor Winter Games,Week 2; Week 5 (Returned),Week 3 (Quit); Relationship Week 5
Caelynn Miller-Keyes,24,Model,"Los Angeles, California",The Bachelor – Colton,Week 1,Relationship Week 5
Mike Johnson,31,Portfolio Manager,"San Antonio, Texas",The Bachelorette – Hannah,Week 2,Week 4
Derek Peth,32,Commercial Banker,"New York, New York",The Bachelorette – JoJo Bachelor in Paradise — Season 4,Week 1,Week 4 (Quit)
Caitlin Clemmens,25,Realtor,"Toronto, Ontario",The Bachelor – Colton,Week 3,Week 3
Jennifer Saviano,29,Business Owner,"Nashville, Tennessee",The Bachelor – Ben H.Bachelor in Paradise —Season 3,Week 3,Week 3
Tahzjuan Hawkins,25,Business Development Associate,"Castle Pines, Colorado",The Bachelor – Colton,Week 3,Week 3
"Cameron ""Cam"" Ayala",30,Software Sales,"Austin, Texas",The Bachelorette – Hannah,Week 1,Week 2
Kevin Fortenberry,27,Behavioral Health Specialist,"Chicago, Illinois",The Bachelorette – Hannah,Week 1,Week 2
Wills Reid,30,Graphic Designer,"Los Angeles, California",The Bachelorette – Becca Bachelor in Paradise — Season 5,Week 1,Week 2
Onyeka Ehie,25,IT Risk Consultant,"Dallas, Texas",The Bachelor – Colton,Week 1,Week 2 (Quit)
Christian Estrada,29,Actor,"New York, New York",The Bachelorette – Becca,Week 2,Week 2 (Removed)
Jordan Kimball,27,Model,"Crystal River, Florida",The Bachelorette – Becca Bachelor in Paradise — Season 5,Week 2,Week 2 (Removed)
Annaliese Puccini,34,Event Designer,"San Francisco, California",The Bachelor – Arie Bachelor in Paradise — Season 5,Week 1,Week 1
Bibiana Julian,31,Executive Assistant,"Miami, Florida",The Bachelor – ArieThe Bachelor Winter Games''Bachelor in Paradise — Season 5,Week 1,Week 1
Jane Averbukh,26,Social Worker,"West Hollywood, California",The Bachelor – Colton,Week 1,Week 1
Chris,In,In,Date,In,Date,Engaged
Katie,In,In,Last,In,Last,Engaged
Demi,In,In,Date,In,Date,Engaged[a]
Kristian,Wait[b],Date,In,Date,Engaged,Unknown
Dylan,In,In,Date,In,Date,Engaged
Hannah,In,In,Date,In,Date,Engaged
Clay,Date,In,In,In,Date,Split
Nicole,Date,Date,In,In,Date,Split
John Paul Jones,In,In,Date,In,In,Split
Tayshia,Date,In,In,In,In,Split
Chase,Wait,Date,In,Split,Unknown,Unknown
Angela,Wait[c],Date,In,Split,Unknown,Unknown
Matt,Wait,Date,Date,Split,Unknown,Unknown
Bri,Wait,Date,Split,Unknown,Unknown,Unknown
Haley,Wait,Date,In,Out,,Unknown
Revian,Wait,Out,,Unknown,Unknown,Unknown
Sydney,In,In,In,Date,Out,
Luke,Wait,Date,Out[d],,Unknown,Unknown
Connor,Wait[c],Date,Quit,,Unknown,Unknown
Whitney,Wait[c],Quit,,Unknown,Unknown,Unknown
Blake,Date,Last,Date,Last,Split,
Kristina,Last,In,In,Date,Split,
